email_text,label
Act now! Claim your free reward worth $4339.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $1336.,spam
The payment of $837 has been successfully processed.,ham
You are selected for a lottery of $4472. Urgent response needed.,spam
Limited time offer! Get 11% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 5/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 66% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 2/04/2026. Please attend.,ham
Team meeting scheduled for 18/04/2026. Please attend.,ham
You are selected for a lottery of $3458. Urgent response needed.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 8/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 17/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $1029.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 8/04/2026. Please attend.,ham
Reminder: Your appointment is on 8/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 11/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $705 cash now.,spam
You are selected for a lottery of $3693. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $3936.,spam
You are selected for a lottery of $1290. Urgent response needed.,spam
Act now! Claim your free reward worth $1525.,spam
Please find attached the report for review.,ham
Congratulations! You have won a $4441 prize. Claim now.,spam
The payment of $937 has been successfully processed.,ham
Act now! Claim your free reward worth $711.,spam
"Hi, just checking in about the meeting scheduled on 8/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 4/04/2026.",ham
The payment of $1183 has been successfully processed.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $3070. Urgent response needed.,spam
Exclusive deal just for you. Win $1755 cash now.,spam
Limited time offer! Get 35% off on your purchase. Click here.,spam
The payment of $1304 has been successfully processed.,ham
Congratulations! You have won a $538 prize. Claim now.,spam
The payment of $1262 has been successfully processed.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 14/04/2026.",ham
Reminder: Your appointment is on 20/04/2026.,ham
Exclusive deal just for you. Win $1843 cash now.,spam
Limited time offer! Get 63% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $2810.,spam
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $2004 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
Team meeting scheduled for 1/04/2026. Please attend.,ham
You are selected for a lottery of $3194. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $1843. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Please find attached the report for review.,ham
Limited time offer! Get 33% off on your purchase. Click here.,spam
Reminder: Your appointment is on 3/04/2026.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $4062 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Limited time offer! Get 22% off on your purchase. Click here.,spam
Team meeting scheduled for 14/04/2026. Please attend.,ham
The payment of $483 has been successfully processed.,ham
Team meeting scheduled for 16/04/2026. Please attend.,ham
You are selected for a lottery of $2892. Urgent response needed.,spam
Limited time offer! Get 16% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $2511.,spam
Act now! Claim your free reward worth $270.,spam
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 14/04/2026.,ham
Limited time offer! Get 69% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 26/04/2026.",ham
Limited time offer! Get 32% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Exclusive deal just for you. Win $3483 cash now.,spam
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
You are selected for a lottery of $514. Urgent response needed.,spam
You are selected for a lottery of $2128. Urgent response needed.,spam
You are selected for a lottery of $3104. Urgent response needed.,spam
Team meeting scheduled for 27/04/2026. Please attend.,ham
Limited time offer! Get 13% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $4546 cash now.,spam
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 37% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $3920.,spam
Act now! Claim your free reward worth $4764.,spam
The payment of $789 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
Team meeting scheduled for 25/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 6/04/2026.",ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $120 cash now.,spam
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
The payment of $469 has been successfully processed.,ham
The payment of $1169 has been successfully processed.,ham
Reminder: Your appointment is on 6/04/2026.,ham
Limited time offer! Get 10% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $4952 cash now.,spam
Reminder: Your appointment is on 8/04/2026.,ham
You are selected for a lottery of $133. Urgent response needed.,spam
Limited time offer! Get 56% off on your purchase. Click here.,spam
Congratulations! You have won a $2292 prize. Claim now.,spam
Reminder: Your appointment is on 3/04/2026.,ham
Congratulations! You have won a $3962 prize. Claim now.,spam
Congratulations! You have won a $1621 prize. Claim now.,spam
Limited time offer! Get 59% off on your purchase. Click here.,spam
Limited time offer! Get 21% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $3809 cash now.,spam
Limited time offer! Get 58% off on your purchase. Click here.,spam
Reminder: Your appointment is on 7/04/2026.,ham
Team meeting scheduled for 14/04/2026. Please attend.,ham
Please find attached the report for review.,ham
The payment of $1980 has been successfully processed.,ham
You are selected for a lottery of $2870. Urgent response needed.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
The payment of $480 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 14/04/2026.",ham
Exclusive deal just for you. Win $598 cash now.,spam
You are selected for a lottery of $261. Urgent response needed.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1066.,spam
Reminder: Your appointment is on 19/04/2026.,ham
Exclusive deal just for you. Win $2111 cash now.,spam
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $4321 prize. Claim now.,spam
Exclusive deal just for you. Win $3385 cash now.,spam
Exclusive deal just for you. Win $2265 cash now.,spam
Exclusive deal just for you. Win $2531 cash now.,spam
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $1578.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 7/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 38% off on your purchase. Click here.,spam
Team meeting scheduled for 21/04/2026. Please attend.,ham
Act now! Claim your free reward worth $3373.,spam
Congratulations! You have won a $3514 prize. Claim now.,spam
You are selected for a lottery of $4416. Urgent response needed.,spam
Limited time offer! Get 22% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $3312 prize. Claim now.,spam
Congratulations! You have won a $2840 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Congratulations! You have won a $3135 prize. Claim now.,spam
Project update: please review the latest changes.,ham
The payment of $1646 has been successfully processed.,ham
Exclusive deal just for you. Win $1577 cash now.,spam
Please find attached the report for review.,ham
Congratulations! You have won a $683 prize. Claim now.,spam
You are selected for a lottery of $2984. Urgent response needed.,spam
The payment of $769 has been successfully processed.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $386 cash now.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $3656 cash now.,spam
The payment of $1201 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 25/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Congratulations! You have won a $2415 prize. Claim now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $4138. Urgent response needed.,spam
Team meeting scheduled for 17/04/2026. Please attend.,ham
Congratulations! You have won a $4784 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 36% off on your purchase. Click here.,spam
Team meeting scheduled for 2/04/2026. Please attend.,ham
Limited time offer! Get 52% off on your purchase. Click here.,spam
Team meeting scheduled for 1/04/2026. Please attend.,ham
Congratulations! You have won a $498 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 13/04/2026.",ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
The payment of $631 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
The payment of $1077 has been successfully processed.,ham
Reminder: Your appointment is on 13/04/2026.,ham
Project update: please review the latest changes.,ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 28/04/2026.,ham
Team meeting scheduled for 14/04/2026. Please attend.,ham
"Hi, just checking in about the meeting scheduled on 15/04/2026.",ham
Exclusive deal just for you. Win $427 cash now.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $1323 cash now.,spam
Team meeting scheduled for 9/04/2026. Please attend.,ham
Congratulations! You have won a $3146 prize. Claim now.,spam
Exclusive deal just for you. Win $1977 cash now.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $1186. Urgent response needed.,spam
Please find attached the report for review.,ham
Limited time offer! Get 37% off on your purchase. Click here.,spam
You are selected for a lottery of $1230. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
Limited time offer! Get 61% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $294 cash now.,spam
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Congratulations! You have won a $2840 prize. Claim now.,spam
Exclusive deal just for you. Win $1093 cash now.,spam
Team meeting scheduled for 22/04/2026. Please attend.,ham
Congratulations! You have won a $4222 prize. Claim now.,spam
The payment of $797 has been successfully processed.,ham
Congratulations! You have won a $900 prize. Claim now.,spam
You are selected for a lottery of $3420. Urgent response needed.,spam
Reminder: Your appointment is on 19/04/2026.,ham
Project update: please review the latest changes.,ham
The payment of $1890 has been successfully processed.,ham
Reminder: Your appointment is on 13/04/2026.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 3/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
Limited time offer! Get 31% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $660.,spam
Team meeting scheduled for 3/04/2026. Please attend.,ham
Exclusive deal just for you. Win $1701 cash now.,spam
The payment of $1744 has been successfully processed.,ham
Congratulations! You have won a $3799 prize. Claim now.,spam
Limited time offer! Get 68% off on your purchase. Click here.,spam
Limited time offer! Get 11% off on your purchase. Click here.,spam
Reminder: Your appointment is on 20/04/2026.,ham
Congratulations! You have won a $1540 prize. Claim now.,spam
Reminder: Your appointment is on 6/04/2026.,ham
Exclusive deal just for you. Win $2776 cash now.,spam
Team meeting scheduled for 19/04/2026. Please attend.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $556. Urgent response needed.,spam
Limited time offer! Get 19% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $507.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $1201.,spam
The payment of $383 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
Please find attached the report for review.,ham
You are selected for a lottery of $2975. Urgent response needed.,spam
Reminder: Your appointment is on 15/04/2026.,ham
You are selected for a lottery of $2948. Urgent response needed.,spam
Limited time offer! Get 28% off on your purchase. Click here.,spam
Limited time offer! Get 62% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
The payment of $642 has been successfully processed.,ham
The payment of $891 has been successfully processed.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $4377. Urgent response needed.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 12/04/2026.,ham
Congratulations! You have won a $2213 prize. Claim now.,spam
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $2883.,spam
The payment of $893 has been successfully processed.,ham
Exclusive deal just for you. Win $2424 cash now.,spam
The payment of $1645 has been successfully processed.,ham
Project update: please review the latest changes.,ham
The payment of $709 has been successfully processed.,ham
Congratulations! You have won a $320 prize. Claim now.,spam
Act now! Claim your free reward worth $3228.,spam
Act now! Claim your free reward worth $4361.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 16/04/2026.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $4037 cash now.,spam
"Hi, just checking in about the meeting scheduled on 11/04/2026.",ham
Limited time offer! Get 42% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $4769 cash now.,spam
Congratulations! You have won a $4654 prize. Claim now.,spam
Congratulations! You have won a $4912 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 25/04/2026.",ham
Project update: please review the latest changes.,ham
The payment of $358 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 9/04/2026.",ham
The payment of $1977 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $3210 cash now.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $1286 cash now.,spam
Limited time offer! Get 13% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
Limited time offer! Get 46% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Team meeting scheduled for 19/04/2026. Please attend.,ham
Team meeting scheduled for 23/04/2026. Please attend.,ham
Limited time offer! Get 55% off on your purchase. Click here.,spam
Limited time offer! Get 49% off on your purchase. Click here.,spam
Reminder: Your appointment is on 16/04/2026.,ham
Exclusive deal just for you. Win $2387 cash now.,spam
The payment of $512 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 22% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Limited time offer! Get 48% off on your purchase. Click here.,spam
Limited time offer! Get 12% off on your purchase. Click here.,spam
You are selected for a lottery of $3399. Urgent response needed.,spam
You are selected for a lottery of $4315. Urgent response needed.,spam
Act now! Claim your free reward worth $2131.,spam
Act now! Claim your free reward worth $415.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $787 cash now.,spam
You are selected for a lottery of $1872. Urgent response needed.,spam
Congratulations! You have won a $3316 prize. Claim now.,spam
Congratulations! You have won a $1003 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
Limited time offer! Get 52% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 14/04/2026.",ham
Congratulations! You have won a $683 prize. Claim now.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $4194 cash now.,spam
Please find attached the report for review.,ham
Exclusive deal just for you. Win $2546 cash now.,spam
Act now! Claim your free reward worth $1538.,spam
You are selected for a lottery of $1920. Urgent response needed.,spam
The payment of $249 has been successfully processed.,ham
Act now! Claim your free reward worth $4794.,spam
Reminder: Your appointment is on 22/04/2026.,ham
Congratulations! You have won a $531 prize. Claim now.,spam
The payment of $1148 has been successfully processed.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $739. Urgent response needed.,spam
Exclusive deal just for you. Win $4943 cash now.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $3360. Urgent response needed.,spam
Limited time offer! Get 30% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $4265 cash now.,spam
The payment of $1871 has been successfully processed.,ham
The payment of $1367 has been successfully processed.,ham
You are selected for a lottery of $2663. Urgent response needed.,spam
Reminder: Your appointment is on 2/04/2026.,ham
Exclusive deal just for you. Win $4137 cash now.,spam
The payment of $1179 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
Congratulations! You have won a $3616 prize. Claim now.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $3719. Urgent response needed.,spam
Congratulations! You have won a $2187 prize. Claim now.,spam
Congratulations! You have won a $4309 prize. Claim now.,spam
The payment of $541 has been successfully processed.,ham
Please find attached the report for review.,ham
Limited time offer! Get 53% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Team meeting scheduled for 4/04/2026. Please attend.,ham
Team meeting scheduled for 18/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 3/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 2/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 9/04/2026.",ham
You are selected for a lottery of $1571. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 28/04/2026.",ham
Please find attached the report for review.,ham
You are selected for a lottery of $4426. Urgent response needed.,spam
Congratulations! You have won a $4797 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 28/04/2026.",ham
Act now! Claim your free reward worth $4938.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 22/04/2026.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $4235 prize. Claim now.,spam
Exclusive deal just for you. Win $4998 cash now.,spam
Limited time offer! Get 18% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $1994 cash now.,spam
Team meeting scheduled for 7/04/2026. Please attend.,ham
The payment of $867 has been successfully processed.,ham
Limited time offer! Get 24% off on your purchase. Click here.,spam
You are selected for a lottery of $3102. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 9/04/2026. Please attend.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $2738. Urgent response needed.,spam
"Hi, just checking in about the meeting scheduled on 8/04/2026.",ham
Congratulations! You have won a $3946 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $4998. Urgent response needed.,spam
Act now! Claim your free reward worth $4960.,spam
Limited time offer! Get 67% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $3887 prize. Claim now.,spam
Exclusive deal just for you. Win $3260 cash now.,spam
Exclusive deal just for you. Win $3559 cash now.,spam
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
Congratulations! You have won a $2488 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 17/04/2026.",ham
The payment of $1043 has been successfully processed.,ham
You are selected for a lottery of $1403. Urgent response needed.,spam
You are selected for a lottery of $1102. Urgent response needed.,spam
Act now! Claim your free reward worth $2341.,spam
Reminder: Your appointment is on 25/04/2026.,ham
Reminder: Your appointment is on 23/04/2026.,ham
Limited time offer! Get 36% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Limited time offer! Get 40% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Act now! Claim your free reward worth $3296.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 26/04/2026. Please attend.,ham
Exclusive deal just for you. Win $964 cash now.,spam
Please find attached the report for review.,ham
Act now! Claim your free reward worth $4154.,spam
Exclusive deal just for you. Win $469 cash now.,spam
Team meeting scheduled for 18/04/2026. Please attend.,ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $4123 cash now.,spam
Limited time offer! Get 57% off on your purchase. Click here.,spam
Act now! Claim your free reward worth $1069.,spam
Team meeting scheduled for 5/04/2026. Please attend.,ham
Congratulations! You have won a $2068 prize. Claim now.,spam
The payment of $709 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $4837 cash now.,spam
Let's catch up over dinner this weekend.,ham
Let's catch up over dinner this weekend.,ham
You are selected for a lottery of $3543. Urgent response needed.,spam
Congratulations! You have won a $4629 prize. Claim now.,spam
Team meeting scheduled for 10/04/2026. Please attend.,ham
Please find attached the report for review.,ham
You are selected for a lottery of $3974. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 21/04/2026.,ham
The payment of $667 has been successfully processed.,ham
Act now! Claim your free reward worth $4841.,spam
Exclusive deal just for you. Win $419 cash now.,spam
Team meeting scheduled for 1/04/2026. Please attend.,ham
You are selected for a lottery of $625. Urgent response needed.,spam
Act now! Claim your free reward worth $1370.,spam
Act now! Claim your free reward worth $3259.,spam
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Congratulations! You have won a $1863 prize. Claim now.,spam
Team meeting scheduled for 26/04/2026. Please attend.,ham
Limited time offer! Get 19% off on your purchase. Click here.,spam
You are selected for a lottery of $4421. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 24/04/2026.,ham
Exclusive deal just for you. Win $4518 cash now.,spam
Act now! Claim your free reward worth $4400.,spam
Exclusive deal just for you. Win $1347 cash now.,spam
The payment of $1130 has been successfully processed.,ham
The payment of $1436 has been successfully processed.,ham
Limited time offer! Get 57% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $3666.,spam
Exclusive deal just for you. Win $3840 cash now.,spam
Let's catch up over dinner this weekend.,ham
Exclusive deal just for you. Win $1575 cash now.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $2024 cash now.,spam
Congratulations! You have won a $4651 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 19/04/2026.,ham
The payment of $653 has been successfully processed.,ham
Reminder: Your appointment is on 13/04/2026.,ham
Please find attached the report for review.,ham
Please find attached the report for review.,ham
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Act now! Claim your free reward worth $212.,spam
Limited time offer! Get 51% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
The payment of $756 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 7/04/2026.",ham
You are selected for a lottery of $3245. Urgent response needed.,spam
Reminder: Your appointment is on 4/04/2026.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 27/04/2026.",ham
Team meeting scheduled for 22/04/2026. Please attend.,ham
Act now! Claim your free reward worth $2923.,spam
Project update: please review the latest changes.,ham
You are selected for a lottery of $1479. Urgent response needed.,spam
Team meeting scheduled for 18/04/2026. Please attend.,ham
Limited time offer! Get 12% off on your purchase. Click here.,spam
The payment of $1114 has been successfully processed.,ham
Congratulations! You have won a $3855 prize. Claim now.,spam
Exclusive deal just for you. Win $2855 cash now.,spam
Limited time offer! Get 14% off on your purchase. Click here.,spam
Reminder: Your appointment is on 25/04/2026.,ham
Limited time offer! Get 56% off on your purchase. Click here.,spam
Team meeting scheduled for 2/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $210. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $4759 cash now.,spam
Limited time offer! Get 14% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $1416 prize. Claim now.,spam
Congratulations! You have won a $3322 prize. Claim now.,spam
You are selected for a lottery of $3493. Urgent response needed.,spam
Limited time offer! Get 61% off on your purchase. Click here.,spam
Please find attached the report for review.,ham
Congratulations! You have won a $2004 prize. Claim now.,spam
Limited time offer! Get 65% off on your purchase. Click here.,spam
Congratulations! You have won a $1103 prize. Claim now.,spam
Congratulations! You have won a $1672 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Limited time offer! Get 36% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $1326.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 3/04/2026.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 2/04/2026.,ham
Exclusive deal just for you. Win $2644 cash now.,spam
Reminder: Your appointment is on 11/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Team meeting scheduled for 15/04/2026. Please attend.,ham
The payment of $1955 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 16/04/2026.",ham
Congratulations! You have won a $3079 prize. Claim now.,spam
Please find attached the report for review.,ham
The payment of $925 has been successfully processed.,ham
Team meeting scheduled for 20/04/2026. Please attend.,ham
Exclusive deal just for you. Win $2051 cash now.,spam
Act now! Claim your free reward worth $4635.,spam
Reminder: Your appointment is on 11/04/2026.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $411 cash now.,spam
Project update: please review the latest changes.,ham
The payment of $948 has been successfully processed.,ham
The payment of $278 has been successfully processed.,ham
"Hi, just checking in about the meeting scheduled on 18/04/2026.",ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $4523. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Exclusive deal just for you. Win $4395 cash now.,spam
The payment of $556 has been successfully processed.,ham
Act now! Claim your free reward worth $2133.,spam
Exclusive deal just for you. Win $1075 cash now.,spam
Exclusive deal just for you. Win $2810 cash now.,spam
The payment of $627 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Act now! Claim your free reward worth $176.,spam
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
Exclusive deal just for you. Win $4166 cash now.,spam
The payment of $492 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 22/04/2026.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 11/04/2026.",ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 15/04/2026.,ham
Reminder: Your appointment is on 3/04/2026.,ham
Act now! Claim your free reward worth $1427.,spam
Team meeting scheduled for 12/04/2026. Please attend.,ham
Limited time offer! Get 39% off on your purchase. Click here.,spam
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 8/04/2026.",ham
Act now! Claim your free reward worth $1410.,spam
Team meeting scheduled for 20/04/2026. Please attend.,ham
Reminder: Your appointment is on 20/04/2026.,ham
Limited time offer! Get 17% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Act now! Claim your free reward worth $753.,spam
The payment of $1304 has been successfully processed.,ham
Act now! Claim your free reward worth $3118.,spam
Please find attached the report for review.,ham
Limited time offer! Get 33% off on your purchase. Click here.,spam
The payment of $737 has been successfully processed.,ham
Reminder: Your appointment is on 17/04/2026.,ham
Exclusive deal just for you. Win $3906 cash now.,spam
